RecipeName	BelongSchool	DesignLevel	RecipeExplain	RecipeID	RecipeLevel	Type	IsSystemRecipe	IsEquipmentRecipe	SkillRecipeType	SkillType	SkillID	SkillLevel	PrepareFramesAdd	PrepareFramesPercent	CoolDownAdd1	CoolDownAdd2	CoolDownAdd3	MinRadiusAdd	MaxRadiusAdd	CostLifeAddPercent	CostManaAddPercent	CostRageAdd	CostEnergyAdd	CostStaminaAdd	CostTrainAdd	DamageAddPercent	ScriptFile
《九霄踏云步·浮游天地》人偶图残页	蓬莱	1		2481	1	0	0	0	0	0	19828	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
战八方会心会效果提高	天策镇派	1		2482	1	3			427		427																天策\镇派\增加会心10%.lua
溟海减1s	蓬莱镇派	1		2483	1	3	0	0	20083	0	20083	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
海运减1s	蓬莱镇派	1		2484	1	3	0	0	20082	0	20082	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
溟海加8%	蓬莱镇派	1		2485	1	3	0	0	20083	0	20083	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	102	
溟海加16%	蓬莱镇派	1		2486	1	3	0	0	20083	0	20083	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	205	
溟海加24%	蓬莱镇派	1		2487	1	3	0	0	20083	0	20083	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	307	
海运8%	蓬莱镇派	1		2488	1	3	0	0	20082	0	20082	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	102	
海运16%	蓬莱镇派	1		2489	1	3	0	0	20082	0	20082	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	205	
海运24%	蓬莱镇派	1		2490	1	3	0	0	20082	0	20082	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	307	
逐波8%	蓬莱镇派	1		2491	1	3	0	0	20084	0	20084	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	102	
逐波16%	蓬莱镇派	1		2492	1	3	0	0	20084	0	20084	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	205	
逐波24%	蓬莱镇派	1		2493	1	3	0	0	20084	0	20084	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	307	
江海凝光会心提高10%	七秀镇派	1		2494	1	3			553		0															0	七秀\秘笈\单阴性会心提高10%.lua
折意鬼步加CD	凌雪阁镇派	1		2495	1	3			0		1				0												
沥血铁马加伤害	凌雪阁镇派	1		2496	1	3			22460		22460															256	
流血间隔缩短	天策镇派	1	增加持续时间	2497	1	3					1																天策\镇派\流血间隔缩短.lua
2层流血间隔缩短	天策镇派	1	增加持续时间	2498	1	3					18591																天策\镇派\2层流血间隔缩短.lua
圣手CD降低	五毒镇派	3		2499	1	3			0		1				0												
固灵新增百足伤害加强	五毒镇派	1		2500	1	3			2212		2212				-32											0	五毒\90级奇穴\百足提高作用范围.lua
商hot效果增强	长歌镇派	1		2501	1	3			14138		14138																长歌\镇派\hot增加10%会心会效.lua
角hot效果增强	长歌镇派	1		2502	1	3			14139		14139																长歌\镇派\hot增加10%会心会效.lua
天绝地灭削减人数加伤害	唐门镇派	1		2503	1	3			3108																		唐门\90奇穴\天绝地灭削减人数加伤害.lua
盾毅一段加伤害	苍云镇派	1		2504	1	3			0		13440	0														410	
盾毅二段加伤害	苍云镇派	1		2505	1	3			0		13387	0														410	
盾毅三段加伤害	苍云镇派	1		2506	1	3			0		13389	0														410	
无惧减5秒CD	苍云镇派	1		2507	1	3			0		13042	0			-80												
新砺锋刀啸加伤害	霸刀镇派	1		2508	1	3	0	0	16027	0	16027	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	256	
新砺锋醉斩加伤害	霸刀镇派	1		2509	1	3	0	0	16085	0	16085	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	256	
新冥鼓项王	霸刀镇派	1		2510	1	3	0	0	16601	0	16601	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	205	霸刀\秘笈\新冥鼓无视防御.lua
新冥鼓破釜	霸刀镇派	1		2511	1	3	0	0	16602	0	16602	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	205	霸刀\秘笈\新冥鼓无视防御.lua
化蛟加醉斩CD跳数	霸刀镇派	1		2512	1	3	0	0	0	0	16085	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	霸刀\秘笈\化蛟加醉斩CD跳数.lua
连缘蛊一毒加成	五毒镇派	2		2513	1	3					25044															819	
连缘蛊二毒加成	五毒镇派	2		2514	1	3					25044															1638	
连缘蛊三毒加成	五毒镇派	2		2515	1	3					25044															2458	
连缘蛊四毒加成	五毒镇派	2		2516	1	3					25044															3277	
驱夷诛邪增伤	明教镇派	1		2517	1	3					26916															512	
天策套装效果新秘籍	天策	1	减少调息时间	2518	1	1	0	1	0	0	418	0	0	1024	-48	0	0	0	0	0	0	0		0	0	0	
蓬莱竞技场4件套	装备	1		2519	1	1	0	0	19828	0	19828	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
斩刀伤害提高20%	苍云镇派	1		2520	1	3			13054		13054	0														205	
《天道剑势·人剑合一》人偶图断篇	纯阳	2	增加效果	2521	1	0					588																
鬼斧神工降低45秒调息时间	唐门镇派	1		2522	1	3	0	0	3110	0	3110	0	0		-640	0	0	0	0	0	0	0	0	0	0	0	
冰蚕瞬发加治疗成效	五毒镇派	1		2523	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	563	
单体冰蚕瞬发加治疗成效	五毒镇派	1		2524	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	563	
《猿公剑法·剑气长江》人偶图断篇	七秀	1	增加效果	2525	1	0			561		561																
祭子期_高山流水充能	长歌镇派	1		2533	1	3			0		14229				0												长歌/套路及子技能/祭子期_高山流水秘籍脚本.lua
音朗-剑·宫伤害增加百分之十	长歌镇派	1		2534	1	3			14449		14449																长歌\镇派\音朗_宫增加10%伤害.lua
号钟_剑宫+会心会效	长歌镇派	1		2535	1	3			14449		14449																长歌\镇派\音朗_宫增加10%会心会效.lua
江永_青霄飞羽	长歌镇派	1		2536	1	3			0		1				-128	0											
江永_云生结海	长歌镇派	1		2537	1	3			0		1				-256	0											
江永_笑傲光阴	长歌镇派	1		2538	1	3			0		1				-256	0											
江永_迴梦逐光	长歌镇派	1		2539	1	3			0		1				-256	0											
江永_江逐月天	长歌镇派	1		2540	1	3			0		1				-256	0											
川谷商陆其根加伤害	北天药宗镇派	1		2541	1	3			27551		27551															102	
怯邪奚毒射罔群攻20%	北天药宗镇派	1		2542	1	3			28340		28340															205	
怯邪奚毒射罔群攻40%	北天药宗镇派	1		2543	1	3			28340		28340															410	
怯邪奚毒射罔群攻60%	北天药宗镇派	1		2544	1	3			28340		28340															614	
怯邪奚毒射罔群攻80%	北天药宗镇派	1		2545	1	3			28340		28340															819	
怯邪奚毒射罔群攻100%	北天药宗镇派	1		2546	1	3			28340		28340															1024	
怯邪奚毒射罔群攻120%	北天药宗镇派	1		2547	1	3			28340		28340															1229	
怯邪奚毒射罔群攻140%	北天药宗镇派	1		2548	1	3			28340		28340															1434	
鸩羽奚毒射罔10会心会效	北天药宗镇派	1		2549	1	3			27556		27556																北天药宗\秘笈\鸩羽奚毒射罔10会心会效.lua
银光照雪效果提高5%	北天药宗镇派	1		2550	1	3			28345		28345															51	
银光照雪效果提高10%	北天药宗镇派	1		2551	1	3			28345		28345															102	
银光照雪效果提高15%	北天药宗镇派	1		2552	1	3			28345		28345															154	
奚毒射罔加调息	北天药宗镇派	1		2553	1	3					27556				128												
往馥奚毒射罔免打退	北天药宗镇派	1		2554	1	3			27556		27556															102	北天药宗\秘笈\往馥奚毒射罔免打退.lua
岚因沾衣未妨群攻	北天药宗镇派	1		2555	1	3			27578		27578															102	北天药宗\秘笈\岚因沾衣未妨群攻.lua
逐鸿惊鸿掠水增伤100%	北天药宗镇派	1		2556	1	3			0		1															1024	
逐鸿银光照雪加会心	北天药宗镇派	1		2557	1	3			28345		28345																北天药宗\秘笈\逐鸿柳叶刀加会心.lua
逐鸿含锋破月加会心	北天药宗镇派	1		2558	1	3			27635		27635																北天药宗\秘笈\逐鸿柳叶刀加会心.lua
逐鸿飞叶满襟加会心	北天药宗镇派	1		2559	1	3			27637		27637																北天药宗\秘笈\逐鸿柳叶刀加会心.lua
断泽惊鸿掠水不占GCD	北天药宗镇派	1		2560	1	3					27536																北天药宗\秘笈\断泽惊鸿掠水不占GCD.lua
太极无极多次伤害减速加成	纯阳镇派	1		2561	1	3	0	0	0	0	1	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	1229	
触融银光照雪加CD	北天药宗镇派	1		2562	1	3					28345				160												
坚阴商陆其根加寒性	北天药宗镇派	1		2563	1	3			0		1																北天药宗\秘笈\坚阴商陆其根加寒性.lua
相使钩吻断肠	北天药宗镇派	1		2564	1	3			27554		27554															102	
相使奚毒射罔	北天药宗镇派	1		2565	1	3			27556		27556															102	
相使商陆其根	北天药宗镇派	1		2566	1	3			27551		27551															102	
相使沾衣未妨	北天药宗镇派	1		2567	1	3			27578		27578															102	
相使且待时休	北天药宗镇派	1		2568	1	3			27582		27582															102	
天绝地灭充能	唐门镇派	1		2569	1	3	0	0	3108	0	3108	0	0		0	0	0	0	0	0	0	0	0	0	0	0	唐门\90奇穴\天绝地灭充能.lua
熟地商陆其根减读条	北天药宗镇派	1		2570	1	3			27551		27551		-8														北天药宗\秘笈\熟地商陆其根减读条.lua
芳时且待时休减CD	北天药宗镇派	1		2571	1	3					27582				-128												
疾根逆乱加10%伤害	北天药宗镇派	1		2572	1	3			0		1																北天药宗\秘笈\疾根逆乱加10%伤害.lua
滞眠且待时休增伤10%	北天药宗镇派	1		2573	1	3			27582		27582															154	
滞眠且待时休增伤20%	北天药宗镇派	1		2574	1	3			27582		27582															307	
滞眠且待时休增伤30%	北天药宗镇派	1		2575	1	3			27582		27582															461	
任驰骋不充能	天策镇派	1		2576	1	3					433																天策/天策_任驰骋不充能.lua
任驰骋不充能减CD	天策镇派	1		2577	1	3					1				-64												
在握_疾如风减CD	天策镇派	1		2578	1	3	0	0	0	0	412	0			-112												
炮阳中和伤害提高30%	北天药宗镇派	1		2579	1	3			28081		28081															307	北天药宗\秘笈\炮阳加减速.lua
窃寒银光照雪增加治疗	北天药宗镇派	1		2580	1	3			0		1																北天药宗\秘笈\窃寒银光照雪增加治疗.lua
《秀水剑法·黄龙吐翠》人偶图绝章	藏剑	2	增加效果	2581	1	0	0		1581	0	1581	0	0	1024	0	0	0	0	0	0	0	0		0		0	
太极无极加调息	纯阳镇派	1		2582	1	3			0		306				96	0											
绝刀不消耗怒气	苍云镇派	1		2583	1	3	0	0	0	0	13055	0	0	1024	0	0	0	0	0	0	0	-25	0	0	0	0	
斩刀不消耗怒气	苍云镇派	1		2584	1	3	0	0	0	0	13054	0	0	1024	0	0	0	0	0	0	0	-15	0	0	0	0	
劫刀不消耗怒气	苍云镇派	1		2585	1	3	0	0	0	0	13052	0	0	1024	0	0	0	0	0	0	0	-10	0	0	0	0	
闪刀不消耗怒气	苍云镇派	1		2586	1	3	0	0	0	0	13053	0	0	1024	0	0	0	0	0	0	0	-15	0	0	0	0	
《灵峰剑式·鹤归孤山》人偶图绝章	藏剑	1		2587	1	0	0	0	0	0	18322	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
过涯_减盾壁CD	苍云镇派	1		2588	1	3	0	0	13070	0	13070	0	0		-320	0	0	0	0	0	0	0	0	0	0	0	
青圃着尘银光照雪加速	北天药宗镇派	1		2589	1	3			28345		28345																北天药宗\秘笈\青圃着尘凌波飞叶令加速.lua
青圃着尘含锋破月加速	北天药宗镇派	1		2590	1	3			27635		27635																北天药宗\秘笈\青圃着尘凌波飞叶令加速.lua
青圃着尘惊鸿掠水加速	北天药宗镇派	1		2591	1	3			27536		27536																北天药宗\秘笈\青圃着尘凌波飞叶令加速.lua
青圃着尘凌然天风加速	北天药宗镇派	1		2592	1	3					27642																北天药宗\秘笈\青圃着尘凌波飞叶令加速.lua
重光飞剑伤害一次递增	纯阳镇派	1		2593	1	3					18650				0				0							154	
重光飞剑伤害二次递增	纯阳镇派	1		2594	1	3					18651				0				0							307	
重光飞剑伤害三次递增	纯阳镇派	1		2595	1	3					18652				0				0							461	
重光飞剑伤害四次递增	纯阳镇派	1		2596	1	3					18653				0				0							614	
六合降目标加伤害	纯阳镇派	1		2597	1	3					1															307	纯阳\镇派\六合目标减少.lua
醒窍白芷含芳加治疗	北天药宗镇派	1		2598	1	3			27621		27621															102	
断潮加60%伤害	藏剑镇派	1		2599	1	3	0	0	0	0	18299		0	1024	0	0	0	0	0	0	0	0	0	0	0	820	
鬼卿当归四逆驱散	北天药宗镇派	1		2600	1	3					27624																北天药宗\秘笈\鬼卿当归四逆驱散.lua
游泽惊鸿掠水加定身时长	北天药宗镇派	1		2601	1	3			0		1																
游泽提高惊鸿掠水定身时长和伤害	北天药宗镇派	1		2602	1	3					27539																北天药宗\秘笈\游泽提高惊鸿掠水定身时长和伤害.lua
韶时白芷含芳减读条	北天药宗镇派	1		2603	1	3					27621		-8														北天药宗\秘笈\韶时白芷含芳减读条.lua
妒茵当归四逆治疗提高	北天药宗镇派	1		2604	1	3			27623		27623															256	
相须中和提高100%	北天药宗镇派	1		2605	1	3			28082		28082															1024	
香稠赤芍寒香提高治疗量	北天药宗镇派	1		2606	1	3			27632		27632															102	
释冰银光照雪提高10会心会效	北天药宗镇派	1		2607	1	3			28345		28345																北天药宗\秘笈\释冰银光照雪提高10会心会效.lua
全角度破釜	霸刀镇派	1		2608	1	3	0	0	0	0	20991	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	霸刀\秘笈\全角度破釜沉舟.lua
钗燕雷霆减调息	七秀镇派	1		2609	1	3	0	0	0	0	1	0	0	1024	-720	0	0	0	0	0	0	0	0	0	0	0	
绰态帝骖减cd	七秀镇派	1		2610	1	3			0		1				-80												
挂雨赤芍寒香加透支次数	北天药宗镇派	1		2611	1	3					27632																北天药宗\秘笈\挂雨赤芍寒香加透支次数.lua
星垂平野伤害提高50%	凌雪阁镇派	1		2612	1	3			22143		22143															512	
同梦龙葵自苦加CD	北天药宗镇派	1		2613	1	3					27630				640												
青川濯莲提高攻击回复	北天药宗镇派	1		2614	1	3					27673															154	
时乘六龙伤害加范围	丐帮镇派	1		2615	1	3			13510		13510															820	丐帮\90级奇穴\时乘六龙加范围.lua
无执横扫六合	少林镇派	1		2616	1	3	0	0	235	0	235	0	0	1024	128	0	0	0	0	0	0	0	0	0	0	0	
幽姿白芷含芳不被打退	北天药宗镇派	1		2617	1	3			27621		27621																北天药宗\秘笈\幽姿白芷含芳不被打退.lua
绿绦绿野蔓生提高伤害	北天药宗镇派	1		2618	1	3					1																北天药宗\秘笈\绿绦绿野蔓生提高伤害.lua
顾步提高银光照雪会心	北天药宗镇派	1		2619	1	3			28345		28345																北天药宗\秘笈\顾步提高银光照雪会心.lua
莲池青川濯莲减CD加人数	北天药宗镇派	1		2620	1	3			27669		27669																北天药宗\秘笈\莲池青川濯莲减CD加人数.lua
百药宣时中和效果提升50%	北天药宗镇派	1		2621	1	3			28082		28082															512	
洗髓无视血量释放拿云	少林镇派	1		2622	1	3	0	0	0	0	24890	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	少林\镇派\洗髓_拿云式全血量可释放.lua
百药宣时中和效果降低90%	北天药宗镇派	1		2623	1	3			28082		28082															-922	
逐星箭加伤害	唐门镇派	1		2624	1	3	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	1024	
醉舞会心会效	五毒镇派	1		2625	1	3			2233		2233																五毒/秘笈/醉舞九天会心提高10%.lua
雷霆读条	七秀镇派	3		2626	1	3			0		1																七秀/镇派/雷霆读条.lua
九字诀标记临伤害提高	衍天镇派	1		2627	1	3			24369		24369															102	
九字诀标记兵伤害提高	衍天镇派	1		2628	1	3			24371		24371															102	
九字诀标记斗伤害提高	衍天镇派	1		2629	1	3			24372		24372															102	
九字诀标记者伤害提高	衍天镇派	1		2630	1	3			24373		24373															102	
起卦调息降低	衍天镇派	1		2631	1	3			24375		24375				-128												
化血伤害变2秒一跳	唐门镇派	1		2632	1	3	0	0	3098	0	3098	0	0		0	0	0	0	0	0	0	0	0	0	0	0	唐门\90奇穴\化血效果2秒生效一次.lua
治疗临无消耗	衍天镇派	1		2633	1	3					24539				0												衍天\镇派\治疗九字诀无消耗.lua
治疗兵无消耗	衍天镇派	1		2634	1	3					24540				0												衍天\镇派\治疗九字诀无消耗.lua
治疗斗无消耗	衍天镇派	1		2635	1	3					24541				0												衍天\镇派\治疗九字诀无消耗.lua
《行忌制方·商陆缀寒》秘诀残页	北天药宗	1	增加会心	2636	1	0			27551		27551																秘笈\增加会心3分.lua
《行忌制方·商陆缀寒》秘诀断篇	北天药宗	1	增加会心	2637	1	0			27551		27551																秘笈\增加会心4分.lua
《行忌制方·商陆缀寒》参悟残页	北天药宗	1		2638	1	0	0	0	27551	0	27551	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《行忌制方·商陆缀寒》参悟断篇	北天药宗	1		2639	1	0	0	0	27551	0	27551	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行忌制方·商陆缀寒》注解残页	北天药宗	1		2640	1	0	0	0	27551	0	27551	0	0	1024	0	0	0	0	0	0	-102	0	0	0	0	0	
《行忌制方·商陆缀寒》注解断篇	北天药宗	1		2641	1	0	0	0	27551	0	27551	0	0	1024	0	0	0	0	0	0	-205	0	0	0	0	0	
《行忌制方·商陆缀寒》人偶图残页	北天药宗	1		2642	1	0	0	0	27551	0	27551	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行忌制方·钩吻断肠》秘诀残页	北天药宗	1	增加会心	2643	1	0			27554		27554																秘笈\增加会心2分.lua
《行忌制方·钩吻断肠》秘诀断篇	北天药宗	1	增加会心	2644	1	0			27554		27554																秘笈\增加会心3分.lua
《行忌制方·钩吻断肠》秘诀绝章	北天药宗	1	增加会心	2645	1	0			27554		27554																秘笈\增加会心4分.lua
《行忌制方·钩吻断肠》参悟残页	北天药宗	1		2646	1	0	0	0	27554	0	27554	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《行忌制方·钩吻断肠》参悟断篇	北天药宗	1		2647	1	0	0	0	27554	0	27554	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行忌制方·钩吻断肠》注解残页	北天药宗	1		2648	1	0	0	0	27554	0	27554	0	0	1024	0	0	0	0	0	0	-102	0	0	0	0	0	
《行忌制方·钩吻断肠》注解断篇	北天药宗	1		2649	1	0	0	0	27554	0	27554	0	0	1024	0	0	0	0	0	0	-205	0	0	0	0	0	
《行忌制方·川乌射罔》秘诀残页	北天药宗	1	增加会心	2650	1	0			27556		27556																秘笈\增加会心3分.lua
《行忌制方·川乌射罔》秘诀断篇	北天药宗	1	增加会心	2651	1	0			27556		27556																秘笈\增加会心4分.lua
《行忌制方·川乌射罔》参悟残页	北天药宗	1		2652	1	0	0	0	27556	0	27556	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《行忌制方·川乌射罔》参悟断篇	北天药宗	1		2653	1	0	0	0	27556	0	27556	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行忌制方·川乌射罔》注解残页	北天药宗	1		2654	1	0	0	0	27556	0	27556	0	0	1024	0	0	0	0	0	0	-102	0	0	0	0	0	
《行忌制方·川乌射罔》注解断篇	北天药宗	1		2655	1	0	0	0	27556	0	27556	0	0	1024	0	0	0	0	0	0	-205	0	0	0	0	0	
《行忌制方·川乌射罔》人偶图残页	北天药宗	1		2656	1	0	0	0	27556	0	27556	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行忌制方·且待时休》穴位图残页	北天药宗	1		2657	1	0	0	0	27582	0	27582	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
《行忌制方·且待时休》穴位图断篇	北天药宗	1		2658	1	0	0	0	27582	0	27582	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
《行忌制方·且待时休》参悟残页	北天药宗	1		2659	1	0	0	0	27582	0	27582	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《行忌制方·且待时休》参悟断篇	北天药宗	1		2660	1	0	0	0	27582	0	27582	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行忌制方·且待时休》注解残页	北天药宗	1		2661	1	0	0	0	27582	0	27582	0	0	1024	0	0	0	0	0	0	-102	0	0	0	0	0	
《行忌制方·且待时休》注解断篇	北天药宗	1		2662	1	0	0	0	27582	0	27582	0	0	1024	0	0	0	0	0	0	-205	0	0	0	0	0	
《行忌制方·且待时休》人偶图残页	北天药宗	1		2663	1	0	0	0	27582	0	27582	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·白芷含芳》秘诀残页	北天药宗	1	增加会心	2664	1	0			27621		27621																秘笈\增加会心2分.lua
《行宜列药·白芷含芳》秘诀断篇	北天药宗	1	增加会心	2665	1	0			27621		27621																秘笈\增加会心3分.lua
《行宜列药·白芷含芳》秘诀绝章	北天药宗	1	增加会心	2666	1	0			27621		27621																秘笈\增加会心4分.lua
《行宜列药·白芷含芳》参悟残页	北天药宗	1		2667	1	0	0	0	27621	0	27621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《行宜列药·白芷含芳》参悟断篇	北天药宗	1		2668	1	0	0	0	27621	0	27621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行宜列药·白芷含芳》真传残页	北天药宗	1	增加技能距离	2669	1	0			27621		27621								192								
《行宜列药·白芷含芳》人偶图残页	北天药宗	1		2670	1	0	0	0	27621	0	27621	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·龙葵自苦》秘诀残页	北天药宗	1	增加会心	2671	1	0			27630		27630																秘笈\增加会心2分.lua
《行宜列药·龙葵自苦》秘诀断篇	北天药宗	1	增加会心	2672	1	0			27630		27630																秘笈\增加会心3分.lua
《行宜列药·龙葵自苦》秘诀绝章	北天药宗	1	增加会心	2673	1	0			27630		27630																秘笈\增加会心4分.lua
《行宜列药·龙葵自苦》参悟残页	北天药宗	1		2674	1	0	0	0	27630	0	27630	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《行宜列药·龙葵自苦》参悟断篇	北天药宗	1		2675	1	0	0	0	27630	0	27630	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行宜列药·龙葵自苦》人偶图残页	北天药宗	1		2676	1	0	0	0	27630	0	27630	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·龙葵自苦》人偶图断篇	北天药宗	1		2677	1	0	0	0	27630	0	27630	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·赤芍寒香》穴位图残页	北天药宗	1		2678	1	0	0	0	27632	0	27632	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·赤芍寒香》穴位图断篇	北天药宗	1		2679	1	0	0	0	27632	0	27632	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·赤芍寒香》参悟残页	北天药宗	1		2680	1	0	0	0	27632	0	27632	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行宜列药·赤芍寒香》参悟断篇	北天药宗	1		2681	1	0	0	0	27632	0	27632	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	41	
《行宜列药·赤芍寒香》参悟绝章	北天药宗	1		2682	1	0	0	0	27632	0	27632	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	51	
《行宜列药·赤芍寒香》真传残页	北天药宗	1	增加技能距离	2683	1	0			27632		27632								192								
《行宜列药·赤芍寒香》人偶图残页	北天药宗	1		2684	1	0	0	0	27632	0	27632	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·七情和合》穴位图残页	北天药宗	1		2685	1	0	0	0	28620	0	28620	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·七情和合》穴位图断篇	北天药宗	1		2686	1	0	0	0	28620	0	28620	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·七情和合》参悟残页	北天药宗	1		2687	1	0	0	0	28620	0	28620	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《行宜列药·七情和合》参悟断篇	北天药宗	1		2688	1	0	0	0	28620	0	28620	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	41	
《行宜列药·七情和合》参悟绝章	北天药宗	1		2689	1	0	0	0	28620	0	28620	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	51	
《行宜列药·七情和合》人偶图残页	北天药宗	1		2690	1	0	0	0	28620	0	28620	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《行宜列药·七情和合》人偶图断篇	北天药宗	1		2691	1	0	0	0	28620	0	28620	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《凌波飞叶令·银光照雪》秘诀残页	北天药宗	1	增加会心	2692	1	0			28345		28345																秘笈\增加会心4分.lua
《凌波飞叶令·银光照雪》秘诀断篇	北天药宗	1	增加会心	2693	1	0			28345		28345																秘笈\增加会心5分.lua
《凌波飞叶令·银光照雪》参悟残页	北天药宗	1		2694	1	0	0	0	28345	0	28345	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	20	
《凌波飞叶令·银光照雪》参悟断篇	北天药宗	1		2695	1	0	0	0	28345	0	28345	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	31	
《凌波飞叶令·银光照雪》注解残页	北天药宗	1		2696	1	0	0	0	28345	0	28345	0	0	1024	0	0	0	0	0	0	-102	0	0	0	0	0	
《凌波飞叶令·银光照雪》注解断篇	北天药宗	1		2697	1	0	0	0	28345	0	28345	0	0	1024	0	0	0	0	0	0	-205	0	0	0	0	0	
《凌波飞叶令·银光照雪》人偶图残页	北天药宗	1		2698	1	0	0	0	28345	0	28345	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《凌波飞叶令·凌然天风》穴位图残页	北天药宗	1		2699	1	0	0	0	27642	0	27642	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
《凌波飞叶令·凌然天风》穴位图断篇	北天药宗	1		2700	1	0	0	0	27642	0	27642	0	0	1024	-16	0	0	0	0	0	0	0	0	0	0	0	
《凌波飞叶令·凌然天风》注解残页	北天药宗	1		2701	1	0	0	0	27642	0	27642	0	0	1024	0	0	0	0	0	0	-154	0	0	0	0	0	
《凌波飞叶令·凌然天风》注解断篇	北天药宗	1		2702	1	0	0	0	27642	0	27642	0	0	1024	0	0	0	0	0	0	-205	0	0	0	0	0	
《凌波飞叶令·凌然天风》注解绝章	北天药宗	1		2703	1	0	0	0	27642	0	27642	0	0	1024	0	0	0	0	0	0	-256	0	0	0	0	0	
《凌波飞叶令·凌然天风》人偶图残页	北天药宗	1		2704	1	0	0	0	27642	0	27642	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《凌波飞叶令·凌然天风》人偶图断篇	北天药宗	1		2705	1	0	0	0	27642	0	27642	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	
《神农百草诀·逐云寒蕊》穴位图残页	北天药宗	1		2706	1	0	0	0	27674	0	27674	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
《神农百草诀·逐云寒蕊》穴位图断篇	北天药宗	1		2707	1	0	0	0	27674	0	27674	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
《神农百草诀·逐云寒蕊》穴位图绝章	北天药宗	1		2708	1	0	0	0	27674	0	27674	0	0	1024	-32	0	0	0	0	0	0	0	0	0	0	0	
